service_id,doj,DOI,seats,seat_type,Booking_Channel,gmv,asp,dow,SrcId-DestId
Service1,02-09-2022,02-09-2022 12:47,2,Sleeper,Online Booking,2014,1007,Fri,A-J
Service1,02-09-2022,02-09-2022 16:16,1,Sleeper,Online Booking,1089,1089,Fri,C-J
Service1,02-09-2022,02-09-2022 20:17,1,Sleeper,Online Booking,940,940,Fri,C-J
Service1,02-09-2022,02-09-2022 10:08,3,Seater,Online Booking,3252,1084,Fri,A-E
Service1,02-09-2022,02-09-2022 18:43,1,Sleeper,Online Booking,1089,1089,Fri,B-J
Service1,02-09-2022,02-09-2022 15:27,1,Sleeper,Online Booking,1039,1039,Fri,A-J
Service1,02-09-2022,02-09-2022 14:55,1,Sleeper,Online Booking,1090,1090,Fri,A-J
Service1,02-09-2022,02-09-2022 12:35,1,Sleeper,Online Booking,1085,1085,Fri,A-J
Service1,02-09-2022,02-09-2022 15:10,1,Sleeper,Online Booking,1073,1073,Fri,B-J
Service1,02-09-2022,01-09-2022 21:24,1,Sleeper,Online Booking,1265,1265,Fri,A-J
Service1,02-09-2022,25-08-2022 13:57,1,Seater,Online Booking,1035,1035,Fri,A-J
Service1,02-09-2022,02-09-2022 11:39,2,Sleeper,Online Booking,2068,1034,Fri,A-J
Service1,02-09-2022,25-08-2022 14:00,1,Seater,Online Booking,1010,1010,Fri,A-J
Service1,02-09-2022,25-08-2022 14:05,1,Seater,Online Booking,1029,1029,Fri,A-J
Service1,02-09-2022,25-08-2022 14:08,1,Seater,Online Booking,1040,1040,Fri,A-J
Service1,02-09-2022,25-08-2022 14:12,1,Seater,Online Booking,1049,1049,Fri,A-J
Service1,02-09-2022,29-08-2022 19:52,1,Sleeper,Offline Booking,1313,1313,Fri,A-J
Service1,02-09-2022,29-08-2022 20:48,3,Sleeper,Online Booking,3609,1203,Fri,A-J
Service1,02-09-2022,25-08-2022 13:52,1,Seater,Online Booking,1070,1070,Fri,A-J
Service1,02-09-2022,30-08-2022 07:17,1,Seater,Online Booking,1004,1004,Fri,A-J
Service1,02-09-2022,30-08-2022 11:56,1,Sleeper,Online Booking,1271,1271,Fri,A-J
Service1,02-09-2022,01-09-2022 15:38,1,Seater,Online Booking,1021,1021,Fri,A-J
Service1,03-09-2022,03-09-2022 14:56,1,Sleeper,Online Booking,687,687,Sat,A-J
Service1,03-09-2022,02-09-2022 17:34,1,Seater,Online Booking,682,682,Sat,A-J
Service1,03-09-2022,02-09-2022 21:00,1,Sleeper,Online Booking,780,780,Sat,A-J
Service1,03-09-2022,03-09-2022 11:40,1,Seater,Online Booking,637,637,Sat,A-D
Service1,03-09-2022,02-09-2022 12:35,1,Seater,Online Booking,713,713,Sat,A-J
Service1,03-09-2022,03-09-2022 20:20,1,Sleeper,Online Booking,701,701,Sat,A-F
Service1,03-09-2022,02-09-2022 23:27,1,Sleeper,Online Booking,806,806,Sat,A-J
Service1,03-09-2022,31-08-2022 14:58,1,Sleeper,Online Booking,857,857,Sat,A-J
Service1,03-09-2022,30-08-2022 00:18,1,Sleeper,Online Booking,816,816,Sat,A-J
Service1,03-09-2022,03-09-2022 12:53,1,Sleeper,Online Booking,740,740,Sat,A-J
Service1,03-09-2022,03-09-2022 20:32,2,Sleeper,Online Booking,1398,699,Sat,B-J
Service1,03-09-2022,02-09-2022 21:01,2,Sleeper,Online Booking,1520,760,Sat,B-J
Service1,03-09-2022,03-09-2022 00:10,1,Sleeper,Online Booking,796,796,Sat,A-J
Service1,03-09-2022,03-09-2022 20:32,1,Seater,Online Booking,603,603,Sat,A-D
Service1,03-09-2022,03-09-2022 15:45,1,Seater,Online Booking,571,571,Sat,A-J
Service1,03-09-2022,03-09-2022 16:57,1,Seater,Online Booking,580,580,Sat,A-J
Service1,03-09-2022,03-09-2022 17:50,1,Sleeper,Online Booking,720,720,Sat,A-J
Service1,03-09-2022,03-09-2022 18:38,1,Seater,Online Booking,572,572,Sat,A-J
Service1,03-09-2022,03-09-2022 19:32,1,Seater,Online Booking,588,588,Sat,A-J
Service1,03-09-2022,03-09-2022 20:09,3,Sleeper,Online Booking,2235,745,Sat,A-J
Service1,03-09-2022,03-09-2022 20:13,2,Sleeper,Online Booking,1426,713,Sat,A-J
Service1,03-09-2022,03-09-2022 21:21,1,Seater,Online Booking,595,595,Sat,A-J
Service1,04-09-2022,03-09-2022 05:26,4,Sleeper,Online Booking,3372,843,Sun,A-J
Service1,04-09-2022,04-09-2022 10:29,2,Sleeper,Online Booking,1626,813,Sun,C-J
Service1,04-09-2022,02-09-2022 16:53,1,Seater,Online Booking,709,709,Sun,A-G
Service1,04-09-2022,30-08-2022 10:24,1,Seater,Online Booking,657,657,Sun,A-J
Service1,04-09-2022,02-09-2022 22:25,1,Seater,Online Booking,714,714,Sun,A-J
Service1,04-09-2022,02-09-2022 21:32,1,Sleeper,Online Booking,876,876,Sun,B-J
Service1,04-09-2022,30-08-2022 13:10,1,Sleeper,Online Booking,872,872,Sun,A-J
Service1,04-09-2022,31-08-2022 19:11,2,Sleeper,Online Booking,1626,813,Sun,A-J
Service1,04-09-2022,03-09-2022 09:17,1,Seater,Online Booking,666,666,Sun,A-J
Service1,04-09-2022,03-09-2022 12:58,4,Seater,Online Booking,3036,759,Sun,A-J
Service1,04-09-2022,03-09-2022 13:52,3,Seater,Online Booking,2271,757,Sun,A-J
Service1,04-09-2022,03-09-2022 16:59,1,Sleeper,Online Booking,839,839,Sun,A-J
Service1,04-09-2022,03-09-2022 21:14,1,Sleeper,Online Booking,790,790,Sun,A-J
Service1,04-09-2022,04-09-2022 08:44,1,Sleeper,Online Booking,851,851,Sun,A-J
Service1,04-09-2022,04-09-2022 14:08,1,Sleeper,Online Booking,810,810,Sun,A-J
Service1,04-09-2022,04-09-2022 10:29,1,Sleeper,Online Booking,823,823,Sun,A-D
Service1,04-09-2022,04-09-2022 17:38,1,Sleeper,Offline Booking,797,797,Sun,A-J
Service1,04-09-2022,02-09-2022 20:11,1,Seater,Online Booking,701,701,Sun,A-J
Service1,04-09-2022,02-09-2022 08:25,1,Sleeper,Online Booking,799,799,Sun,A-J
Service1,04-09-2022,01-09-2022 15:50,1,Seater,Online Booking,711,711,Sun,A-J
Service1,04-09-2022,30-08-2022 20:14,1,Sleeper,Online Booking,879,879,Sun,B-J
Service1,04-09-2022,04-09-2022 14:50,1,Seater,Online Booking,682,682,Sun,A-J
Service1,05-09-2022,05-09-2022 19:11,1,Sleeper,Online Booking,742,742,Mon,B-J
Service1,05-09-2022,05-09-2022 14:01,3,Sleeper,Online Booking,2319,773,Mon,B-J
Service1,05-09-2022,05-09-2022 12:57,1,Seater,Online Booking,638,638,Mon,B-J
Service1,05-09-2022,05-09-2022 10:10,1,Sleeper,Online Booking,797,797,Mon,A-J
Service1,05-09-2022,05-09-2022 18:38,3,Sleeper,Online Booking,2148,716,Mon,A-F
Service1,05-09-2022,05-09-2022 21:13,1,Seater,Online Booking,553,553,Mon,A-J
Service1,05-09-2022,05-09-2022 18:48,1,Seater,Online Booking,557,557,Mon,A-J
Service1,05-09-2022,05-09-2022 17:06,1,Sleeper,Online Booking,681,681,Mon,A-J
Service1,05-09-2022,05-09-2022 13:37,1,Seater,Online Booking,616,616,Mon,A-J
Service1,05-09-2022,05-09-2022 12:45,1,Sleeper,Online Booking,751,751,Mon,A-J
Service1,05-09-2022,05-09-2022 11:50,1,Seater,Online Booking,647,647,Mon,A-J
Service1,05-09-2022,05-09-2022 10:03,3,Seater,Online Booking,2070,690,Mon,A-J
Service1,05-09-2022,04-09-2022 11:18,1,Sleeper,Online Booking,804,804,Mon,A-J
Service1,05-09-2022,04-09-2022 09:22,2,Sleeper,Online Booking,1668,834,Mon,A-J
Service1,05-09-2022,04-09-2022 09:06,5,Sleeper,Online Booking,3955,791,Mon,A-J
Service1,05-09-2022,01-09-2022 18:23,3,Seater,Online Booking,2202,734,Mon,A-J
Service1,05-09-2022,05-09-2022 19:17,3,Seater,Online Booking,1959,653,Mon,C-J
Service1,05-09-2022,01-09-2022 18:38,1,Seater,Online Booking,650,650,Mon,A-J
Service1,06-09-2022,06-09-2022 09:20,1,Sleeper,Online Booking,961,961,Tue,C-J
Service1,06-09-2022,05-09-2022 19:09,1,Seater,Online Booking,706,706,Tue,B-J
Service1,06-09-2022,05-09-2022 20:59,2,Sleeper,Online Booking,1792,896,Tue,A-J
Service1,06-09-2022,06-09-2022 09:46,1,Seater,Online Booking,751,751,Tue,A-J
Service1,06-09-2022,06-09-2022 11:53,2,Sleeper,Online Booking,1868,934,Tue,A-J
Service1,06-09-2022,06-09-2022 08:22,1,Seater,Online Booking,788,788,Tue,A-J
Service1,06-09-2022,05-09-2022 23:00,1,Seater,Online Booking,761,761,Tue,A-J
Service1,06-09-2022,05-09-2022 22:45,1,Seater,Online Booking,759,759,Tue,A-J
Service1,06-09-2022,05-09-2022 19:21,1,Seater,Online Booking,706,706,Tue,A-J
Service1,06-09-2022,05-09-2022 18:30,2,Sleeper,Online Booking,1682,841,Tue,A-J
Service1,06-09-2022,05-09-2022 18:11,1,Sleeper,Online Booking,882,882,Tue,A-J
Service1,06-09-2022,06-09-2022 12:06,1,Sleeper,Offline Booking,903,903,Tue,A-J
Service1,06-09-2022,05-09-2022 17:44,1,Seater,Online Booking,715,715,Tue,A-J
Service1,06-09-2022,05-09-2022 15:16,2,Sleeper,Online Booking,1706,853,Tue,A-J
Service1,06-09-2022,05-09-2022 11:57,1,Sleeper,Online Booking,903,903,Tue,A-J
Service1,06-09-2022,05-09-2022 07:40,1,Seater,Online Booking,739,739,Tue,A-J
Service1,06-09-2022,04-09-2022 20:52,1,Seater,Online Booking,746,746,Tue,A-J
Service1,06-09-2022,03-09-2022 22:21,1,Sleeper,Online Booking,808,808,Tue,A-J
Service1,06-09-2022,30-08-2022 21:31,2,Sleeper,Online Booking,1676,838,Tue,A-J
Service1,06-09-2022,26-08-2022 18:55,1,Sleeper,Online Booking,848,848,Tue,A-J
Service1,06-09-2022,05-09-2022 16:34,2,Seater,Online Booking,1608,804,Tue,A-J
Service1,06-09-2022,06-09-2022 12:28,3,Sleeper,Online Booking,2700,900,Tue,A-J
Service1,06-09-2022,04-09-2022 22:44,2,Sleeper,Online Booking,1776,888,Tue,A-G
Service1,06-09-2022,06-09-2022 17:51,1,Sleeper,Offline Booking,958,958,Tue,A-J
Service1,07-09-2022,26-08-2022 10:23,2,Sleeper,Online Booking,1666,833,Wed,A-J
Service1,07-09-2022,04-09-2022 19:40,2,Sleeper,Online Booking,1574,787,Wed,A-J
Service1,07-09-2022,04-09-2022 13:08,1,Seater,Online Booking,674,674,Wed,A-F
Service1,07-09-2022,05-09-2022 13:41,1,Seater,Online Booking,853,853,Wed,A-J
Service1,07-09-2022,06-09-2022 11:59,1,Seater,Online Booking,887,887,Wed,A-J
Service1,07-09-2022,07-09-2022 12:01,2,Seater,Online Booking,1894,947,Wed,C-J
Service1,07-09-2022,06-09-2022 22:00,2,Sleeper,Online Booking,2144,1072,Wed,A-J
Service1,07-09-2022,06-09-2022 22:41,1,Sleeper,Offline Booking,1079,1079,Wed,A-J
Service1,07-09-2022,07-09-2022 12:30,1,Seater,Online Booking,925,925,Wed,A-J
Service1,07-09-2022,07-09-2022 13:40,1,Sleeper,Online Booking,1061,1061,Wed,A-J
Service1,07-09-2022,07-09-2022 14:10,1,Sleeper,Online Booking,994,994,Wed,A-J
Service1,07-09-2022,07-09-2022 14:12,2,Sleeper,Online Booking,2036,1018,Wed,A-D
Service1,07-09-2022,07-09-2022 14:40,1,Sleeper,Online Booking,992,992,Wed,A-J
Service1,07-09-2022,07-09-2022 21:12,1,Sleeper,Online Booking,770,770,Wed,A-J
Service1,07-09-2022,07-09-2022 21:33,1,Sleeper,Offline Booking,758,758,Wed,A-J
Service1,07-09-2022,02-09-2022 23:30,1,Sleeper,Online Booking,839,839,Wed,A-J
Service1,07-09-2022,07-09-2022 10:14,1,Seater,Online Booking,885,885,Wed,B-J
Service1,07-09-2022,07-09-2022 09:49,3,Seater,Online Booking,3021,1007,Wed,B-J
Service1,07-09-2022,02-09-2022 23:19,1,Sleeper,Online Booking,813,813,Wed,A-J
Service1,07-09-2022,02-09-2022 17:13,1,Sleeper,Online Booking,836,836,Wed,A-J
Service1,07-09-2022,03-09-2022 13:28,1,Sleeper,Online Booking,868,868,Wed,A-J
Service1,07-09-2022,01-09-2022 19:28,1,Seater,Online Booking,662,662,Wed,A-J
Service1,07-09-2022,27-08-2022 20:17,1,Seater,Online Booking,677,677,Wed,A-J
Service1,07-09-2022,07-09-2022 14:45,1,Seater,Online Booking,930,930,Wed,A-J
Service1,07-09-2022,04-09-2022 19:17,1,Sleeper,Online Booking,777,777,Wed,A-J
Service1,08-09-2022,07-09-2022 16:58,1,Sleeper,Online Booking,819,819,Thu,B-J
Service1,08-09-2022,07-09-2022 20:15,1,Sleeper,Online Booking,844,844,Thu,A-E
Service1,08-09-2022,07-09-2022 21:36,3,Seater,Online Booking,2361,787,Thu,A-J
Service1,08-09-2022,26-08-2022 14:42,2,Sleeper,Online Booking,1612,806,Thu,A-J
Service1,08-09-2022,08-09-2022 21:17,1,Sleeper,Online Booking,796,796,Thu,A-J
Service1,08-09-2022,08-09-2022 20:38,1,Sleeper,Online Booking,726,726,Thu,A-J
Service1,08-09-2022,08-09-2022 18:40,1,Seater,Online Booking,704,704,Thu,A-J
Service1,08-09-2022,08-09-2022 18:00,1,Sleeper,Online Booking,817,817,Thu,A-J
Service1,08-09-2022,08-09-2022 17:38,1,Seater,Online Booking,661,661,Thu,A-J
Service1,08-09-2022,08-09-2022 14:28,1,Sleeper,Online Booking,806,806,Thu,A-J
Service1,08-09-2022,08-09-2022 09:55,1,Sleeper,Online Booking,824,824,Thu,A-J
Service1,08-09-2022,08-09-2022 09:19,1,Seater,Online Booking,666,666,Thu,A-J
Service1,08-09-2022,08-09-2022 07:33,2,Sleeper,Online Booking,1670,835,Thu,A-J
Service1,08-09-2022,07-09-2022 22:25,1,Seater,Online Booking,669,669,Thu,A-J
Service1,08-09-2022,07-09-2022 22:53,1,Sleeper,Online Booking,819,819,Thu,A-J
Service1,08-09-2022,07-09-2022 20:33,1,Sleeper,Online Booking,834,834,Thu,A-J
Service1,08-09-2022,07-09-2022 16:45,1,Seater,Online Booking,666,666,Thu,A-J
Service1,08-09-2022,07-09-2022 13:26,1,Sleeper,Online Booking,849,849,Thu,A-J
Service1,08-09-2022,07-09-2022 10:23,1,Seater,Online Booking,707,707,Thu,A-J
Service1,08-09-2022,07-09-2022 00:18,2,Sleeper,Online Booking,1588,794,Thu,A-J
Service1,08-09-2022,06-09-2022 20:19,1,Sleeper,Online Booking,848,848,Thu,A-J
Service1,08-09-2022,06-09-2022 20:09,2,Sleeper,Online Booking,1656,828,Thu,A-J
Service1,08-09-2022,06-09-2022 12:19,2,Sleeper,Online Booking,1570,785,Thu,A-J
Service1,08-09-2022,04-09-2022 22:03,1,Sleeper,Online Booking,803,803,Thu,A-J
Service1,08-09-2022,07-09-2022 21:43,1,Seater,Online Booking,705,705,Thu,A-J
Service1,09-09-2022,08-09-2022 17:11,2,Sleeper,Online Booking,2586,1293,Fri,A-J
Service1,09-09-2022,08-09-2022 20:47,1,Seater,Online Booking,815,815,Fri,A-J
Service1,09-09-2022,09-09-2022 00:02,1,Sleeper,Online Booking,1013,1013,Fri,A-J
Service1,09-09-2022,08-09-2022 15:21,1,Sleeper,Online Booking,1279,1279,Fri,A-J
Service1,09-09-2022,09-09-2022 20:21,1,Sleeper,Online Booking,772,772,Fri,B-J
Service1,09-09-2022,05-09-2022 18:48,1,Seater,Online Booking,1056,1056,Fri,A-J
Service1,09-09-2022,30-08-2022 11:36,1,Sleeper,Online Booking,1282,1282,Fri,A-J
Service1,09-09-2022,09-09-2022 11:45,1,Seater,Online Booking,835,835,Fri,A-D
Service1,09-09-2022,08-09-2022 21:06,1,Sleeper,Online Booking,1084,1084,Fri,A-J
Service1,09-09-2022,08-09-2022 14:32,1,Sleeper,Online Booking,1218,1218,Fri,A-J
Service1,09-09-2022,08-09-2022 21:17,1,Seater,Online Booking,868,868,Fri,A-J
Service1,09-09-2022,09-09-2022 06:51,1,Sleeper,Online Booking,1085,1085,Fri,A-J
Service1,09-09-2022,09-09-2022 13:34,1,Sleeper,Online Booking,1056,1056,Fri,A-J
Service1,09-09-2022,09-09-2022 14:03,1,Sleeper,Online Booking,1053,1053,Fri,A-J
Service1,09-09-2022,09-09-2022 12:11,1,Seater,Online Booking,820,820,Fri,A-J
Service1,09-09-2022,09-09-2022 10:08,2,Seater,Online Booking,1600,800,Fri,A-J
Service1,09-09-2022,09-09-2022 12:31,1,Sleeper,Online Booking,1096,1096,Fri,A-J
Service1,09-09-2022,09-09-2022 22:04,1,Sleeper,Online Booking,824,824,Fri,A-J
Service1,09-09-2022,09-09-2022 20:51,1,Sleeper,Online Booking,811,811,Fri,A-J
Service1,09-09-2022,08-09-2022 22:29,1,Sleeper,Online Booking,1055,1055,Fri,A-J
Service1,09-09-2022,09-09-2022 12:41,2,Sleeper,Offline Booking,2002,1001,Fri,A-J
Service1,09-09-2022,09-09-2022 20:30,1,Seater,Online Booking,684,684,Fri,A-E
Service1,09-09-2022,09-09-2022 08:35,2,Sleeper,Online Booking,2144,1072,Fri,A-J
Service1,09-09-2022,09-09-2022 07:45,1,Seater,Online Booking,874,874,Fri,A-J
Service1,09-09-2022,09-09-2022 20:03,1,Sleeper,Online Booking,821,821,Fri,A-E
Service1,09-09-2022,08-09-2022 21:45,1,Sleeper,Online Booking,1040,1040,Fri,A-J
Service1,09-09-2022,08-09-2022 21:29,1,Sleeper,Online Booking,1030,1030,Fri,A-J
Service1,09-09-2022,08-09-2022 22:22,1,Seater,Online Booking,828,828,Fri,A-J
Service1,10-09-2022,07-09-2022 22:45,2,Seater,Online Booking,1330,665,Sat,A-J
Service1,10-09-2022,08-09-2022 17:50,3,Sleeper,Online Booking,2445,815,Sat,A-J
Service1,10-09-2022,09-09-2022 07:12,1,Seater,Online Booking,701,701,Sat,A-J
Service1,10-09-2022,09-09-2022 09:01,1,Sleeper,Online Booking,832,832,Sat,A-J
Service1,10-09-2022,09-09-2022 14:14,1,Sleeper,Online Booking,869,869,Sat,A-J
Service1,10-09-2022,10-09-2022 22:19,1,Sleeper,Online Booking,670,670,Sat,B-J
Service1,10-09-2022,07-09-2022 11:45,1,Seater,Online Booking,697,697,Sat,A-J
Service1,10-09-2022,09-09-2022 21:42,1,Sleeper,Online Booking,833,833,Sat,A-J
Service1,10-09-2022,09-09-2022 14:53,1,Sleeper,Online Booking,817,817,Sat,A-J
Service1,10-09-2022,09-09-2022 19:13,4,Sleeper,Online Booking,3120,780,Sat,A-J
Service1,10-09-2022,09-09-2022 19:18,3,Sleeper,Online Booking,2361,787,Sat,A-J
Service1,10-09-2022,10-09-2022 07:52,1,Seater,Online Booking,713,713,Sat,A-J
Service1,10-09-2022,10-09-2022 09:56,1,Sleeper,Online Booking,862,862,Sat,A-J
Service1,10-09-2022,10-09-2022 14:24,1,Seater,Offline Booking,609,609,Sat,A-J
Service1,10-09-2022,10-09-2022 18:12,1,Seater,Online Booking,644,644,Sat,A-J
Service1,10-09-2022,10-09-2022 21:26,2,Seater,Online Booking,1172,586,Sat,A-J
Service1,10-09-2022,09-09-2022 18:45,2,Sleeper,Online Booking,1650,825,Sat,A-F
Service1,11-09-2022,11-09-2022 17:44,1,Sleeper,Online Booking,839,839,Sun,A-F
Service1,11-09-2022,10-09-2022 16:48,1,Seater,Online Booking,681,681,Sun,B-J
Service1,11-09-2022,09-09-2022 11:47,1,Seater,Online Booking,714,714,Sun,B-J
Service1,11-09-2022,09-09-2022 22:32,1,Sleeper,Online Booking,808,808,Sun,A-D
Service1,11-09-2022,10-09-2022 07:30,1,Seater,Online Booking,697,697,Sun,A-D
Service1,11-09-2022,10-09-2022 13:25,1,Sleeper,Online Booking,833,833,Sun,C-J
Service1,11-09-2022,11-09-2022 13:55,3,Sleeper,Online Booking,2550,850,Sun,C-J
Service1,11-09-2022,29-08-2022 15:24,1,Seater,Online Booking,656,656,Sun,B-J
Service1,11-09-2022,11-09-2022 21:48,1,Sleeper,Online Booking,726,726,Sun,C-J
Service1,11-09-2022,05-09-2022 22:02,1,Seater,Online Booking,712,712,Sun,A-J
Service1,11-09-2022,09-09-2022 19:53,1,Seater,Online Booking,678,678,Sun,A-J
Service1,11-09-2022,10-09-2022 01:32,1,Seater,Online Booking,694,694,Sun,A-J
Service1,11-09-2022,09-09-2022 22:29,1,Sleeper,Online Booking,841,841,Sun,A-J
Service1,11-09-2022,10-09-2022 13:24,1,Seater,Online Booking,674,674,Sun,A-J
Service1,11-09-2022,09-09-2022 17:19,1,Sleeper,Online Booking,860,860,Sun,A-J
Service1,11-09-2022,09-09-2022 15:41,1,Seater,Online Booking,653,653,Sun,A-J
Service1,11-09-2022,10-09-2022 21:15,6,Sleeper,Online Booking,4902,817,Sun,A-J
Service1,11-09-2022,10-09-2022 21:54,1,Sleeper,Online Booking,837,837,Sun,A-J
Service1,11-09-2022,08-09-2022 20:52,1,Seater,Online Booking,709,709,Sun,A-J
Service1,11-09-2022,08-09-2022 14:09,1,Sleeper,Online Booking,843,843,Sun,A-J
Service1,11-09-2022,08-09-2022 05:23,2,Sleeper,Online Booking,1702,851,Sun,A-J
Service1,11-09-2022,11-09-2022 07:28,2,Sleeper,Online Booking,1582,791,Sun,A-J
Service1,11-09-2022,11-09-2022 14:26,1,Sleeper,Online Booking,793,793,Sun,A-J
Service1,11-09-2022,02-09-2022 21:35,1,Sleeper,Online Booking,880,880,Sun,A-J
Service1,11-09-2022,09-09-2022 14:19,1,Sleeper,Online Booking,785,785,Sun,A-J
Service1,12-09-2022,12-09-2022 16:36,2,Sleeper,Online Booking,1154,577,Mon,A-D
Service1,12-09-2022,12-09-2022 13:48,1,Sleeper,Online Booking,645,645,Mon,A-J
Service1,12-09-2022,12-09-2022 13:54,1,Seater,Online Booking,549,549,Mon,A-J
Service1,12-09-2022,12-09-2022 19:18,2,Seater,Online Booking,1056,528,Mon,A-J
Service1,12-09-2022,11-09-2022 11:53,1,Seater,Online Booking,709,709,Mon,A-J
Service1,12-09-2022,12-09-2022 19:29,2,Sleeper,Online Booking,1224,612,Mon,A-J
Service1,12-09-2022,12-09-2022 21:04,1,Seater,Online Booking,537,537,Mon,A-J
Service1,12-09-2022,12-09-2022 22:22,1,Sleeper,Online Booking,581,581,Mon,A-J
Service1,12-09-2022,12-09-2022 13:04,1,Sleeper,Online Booking,641,641,Mon,B-J
Service1,12-09-2022,12-09-2022 18:36,1,Sleeper,Online Booking,615,615,Mon,A-J
Service1,12-09-2022,10-09-2022 10:50,1,Sleeper,Offline Booking,810,810,Mon,A-J
Service1,12-09-2022,06-09-2022 18:48,2,Sleeper,Online Booking,1648,824,Mon,A-J
Service1,12-09-2022,12-09-2022 18:43,2,Sleeper,Online Booking,1264,632,Mon,C-J
Service1,12-09-2022,08-09-2022 16:15,1,Seater,Online Booking,657,657,Mon,A-J
Service1,13-09-2022,13-09-2022 21:57,3,Sleeper,Online Booking,1944,648,Tue,A-J
Service1,13-09-2022,13-09-2022 19:46,1,Seater,Online Booking,534,534,Tue,A-J
Service1,13-09-2022,13-09-2022 19:11,2,Sleeper,Online Booking,1270,635,Tue,A-J
Service1,13-09-2022,13-09-2022 18:20,1,Sleeper,Online Booking,654,654,Tue,A-J
Service1,13-09-2022,13-09-2022 17:44,1,Seater,Online Booking,547,547,Tue,A-J
Service1,13-09-2022,13-09-2022 16:55,1,Sleeper,Online Booking,712,712,Tue,A-J
Service1,13-09-2022,13-09-2022 16:43,1,Seater,Online Booking,504,504,Tue,A-J
Service1,13-09-2022,12-09-2022 20:03,1,Seater,Online Booking,665,665,Tue,A-J
Service1,13-09-2022,12-09-2022 17:09,1,Sleeper,Online Booking,806,806,Tue,A-J
Service1,13-09-2022,13-09-2022 17:04,1,Sleeper,Online Booking,687,687,Tue,B-J
Service1,13-09-2022,04-09-2022 20:40,1,Sleeper,Online Booking,857,857,Tue,A-J
Service1,13-09-2022,13-09-2022 17:18,1,Sleeper,Online Booking,706,706,Tue,C-J
Service1,13-09-2022,13-09-2022 22:03,1,Seater,Online Booking,545,545,Tue,A-J
Service1,14-09-2022,14-09-2022 11:34,1,Sleeper,Online Booking,718,718,Wed,A-J
Service1,14-09-2022,14-09-2022 12:50,1,Seater,Online Booking,597,597,Wed,A-J
Service1,14-09-2022,14-09-2022 13:19,1,Sleeper,Online Booking,678,678,Wed,A-J
Service1,14-09-2022,14-09-2022 15:57,1,Seater,Online Booking,554,554,Wed,A-J
Service1,14-09-2022,14-09-2022 17:20,1,Sleeper,Online Booking,724,724,Wed,A-J
Service1,14-09-2022,14-09-2022 19:05,1,Seater,Online Booking,605,605,Wed,A-J
Service1,14-09-2022,14-09-2022 07:20,1,Sleeper,Online Booking,715,715,Wed,A-J
Service1,14-09-2022,07-09-2022 22:46,2,Sleeper,Online Booking,1628,814,Wed,A-J
Service1,14-09-2022,12-09-2022 10:06,1,Seater,Online Booking,709,709,Wed,A-J
Service1,14-09-2022,14-09-2022 09:29,1,Seater,Online Booking,576,576,Wed,A-J
Service1,14-09-2022,13-09-2022 22:06,1,Sleeper,Online Booking,762,762,Wed,C-J
Service1,14-09-2022,14-09-2022 17:35,1,Seater,Online Booking,599,599,Wed,C-J
Service1,14-09-2022,14-09-2022 18:13,1,Sleeper,Online Booking,754,754,Wed,A-F
Service1,14-09-2022,14-09-2022 19:41,1,Sleeper,Online Booking,726,726,Wed,A-F
Service1,14-09-2022,14-09-2022 12:49,1,Sleeper,Online Booking,724,724,Wed,A-E
Service1,14-09-2022,14-09-2022 08:26,1,Sleeper,Offline Booking,704,704,Wed,A-J
