service_id,doj,DOI,seats,seat_type,Booking_Channel,gmv,asp,dow,SrcId-DestId
Service2,03-09-2022,25-08-2022 19:47,1,Sleeper,Online Booking,827,827,Sat,J-A
Service2,03-09-2022,03-09-2022 08:41,2,Sleeper,Online Booking,1640,820,Sat,J-A
Service2,03-09-2022,01-09-2022 18:42,1,Sleeper,Online Booking,826,826,Sat,J-A
Service2,03-09-2022,03-09-2022 13:06,2,Seater,Online Booking,1422,711,Sat,J-A
Service2,04-09-2022,04-09-2022 13:16,1,Sleeper,Online Booking,1357,1357,Sun,J-A
Service2,04-09-2022,02-09-2022 10:45,1,Sleeper,Online Booking,1235,1235,Sun,J-B
Service2,04-09-2022,03-09-2022 10:50,1,Seater,Online Booking,1122,1122,Sun,E-A
Service2,04-09-2022,03-09-2022 18:50,1,Sleeper,Online Booking,1228,1228,Sun,J-C
Service2,04-09-2022,04-09-2022 22:50,1,Sleeper,Offline Booking,787,787,Sun,J-A
Service2,04-09-2022,04-09-2022 16:06,1,Sleeper,Online Booking,1411,1411,Sun,J-A
Service2,04-09-2022,04-09-2022 13:28,1,Sleeper,Online Booking,1215,1215,Sun,J-A
Service2,04-09-2022,04-09-2022 12:59,1,Sleeper,Online Booking,1225,1225,Sun,J-A
Service2,04-09-2022,03-09-2022 22:59,1,Seater,Online Booking,1122,1122,Sun,J-A
Service2,04-09-2022,28-08-2022 22:58,1,Seater,Online Booking,1147,1147,Sun,J-A
Service2,04-09-2022,29-08-2022 11:10,1,Sleeper,Online Booking,1260,1260,Sun,J-A
Service2,04-09-2022,30-08-2022 12:10,1,Seater,Online Booking,1178,1178,Sun,J-A
Service2,04-09-2022,30-08-2022 21:14,3,Sleeper,Online Booking,4017,1339,Sun,J-A
Service2,04-09-2022,30-08-2022 22:15,1,Sleeper,Online Booking,1337,1337,Sun,J-A
Service2,04-09-2022,30-08-2022 22:36,2,Sleeper,Online Booking,2590,1295,Sun,J-A
Service2,04-09-2022,31-08-2022 17:34,1,Sleeper,Online Booking,1391,1391,Sun,J-A
Service2,04-09-2022,04-09-2022 11:16,1,Sleeper,Offline Booking,1400,1400,Sun,J-A
Service2,04-09-2022,01-09-2022 12:14,1,Seater,Online Booking,1185,1185,Sun,J-A
Service2,04-09-2022,01-09-2022 19:44,1,Sleeper,Online Booking,1463,1463,Sun,J-A
Service2,04-09-2022,27-08-2022 14:16,2,Sleeper,Online Booking,2828,1414,Sun,J-A
Service2,04-09-2022,01-09-2022 19:52,1,Sleeper,Online Booking,1319,1319,Sun,J-A
Service2,04-09-2022,01-09-2022 21:05,2,Seater,Online Booking,2224,1112,Sun,J-A
Service2,04-09-2022,26-08-2022 13:42,1,Sleeper,Online Booking,1423,1423,Sun,J-A
Service2,04-09-2022,02-09-2022 12:45,1,Sleeper,Online Booking,1451,1451,Sun,J-A
Service2,04-09-2022,02-09-2022 13:34,1,Seater,Online Booking,1180,1180,Sun,J-A
Service2,04-09-2022,02-09-2022 17:36,1,Sleeper,Online Booking,1246,1246,Sun,J-A
Service2,04-09-2022,02-09-2022 18:26,1,Seater,Online Booking,1170,1170,Sun,J-A
Service2,04-09-2022,03-09-2022 13:16,1,Seater,Online Booking,1113,1113,Sun,J-A
Service2,04-09-2022,28-08-2022 18:31,1,Sleeper,Online Booking,1309,1309,Sun,J-A
Service2,04-09-2022,27-08-2022 23:20,1,Sleeper,Online Booking,1381,1381,Sun,J-A
Service2,05-09-2022,05-09-2022 14:53,1,Sleeper,Online Booking,810,810,Mon,J-B
Service2,05-09-2022,31-08-2022 08:54,1,Sleeper,Online Booking,845,845,Mon,J-C
Service2,05-09-2022,02-09-2022 22:03,1,Seater,Online Booking,678,678,Mon,E-A
Service2,05-09-2022,05-09-2022 18:17,1,Sleeper,Offline Booking,775,775,Mon,J-A
Service2,05-09-2022,05-09-2022 12:20,2,Sleeper,Online Booking,1630,815,Mon,J-A
Service2,05-09-2022,05-09-2022 17:40,1,Sleeper,Online Booking,818,818,Mon,J-A
Service2,05-09-2022,23-08-2022 18:55,1,Sleeper,Online Booking,801,801,Mon,J-A
Service2,05-09-2022,30-08-2022 23:16,6,Seater,Online Booking,3918,653,Mon,J-A
Service2,05-09-2022,01-09-2022 14:13,1,Seater,Online Booking,713,713,Mon,J-A
Service2,05-09-2022,02-09-2022 22:32,1,Sleeper,Online Booking,832,832,Mon,J-A
Service2,05-09-2022,03-09-2022 09:34,1,Sleeper,Online Booking,817,817,Mon,J-A
Service2,05-09-2022,03-09-2022 09:39,1,Sleeper,Online Booking,818,818,Mon,J-A
Service2,05-09-2022,05-09-2022 17:41,1,Sleeper,Online Booking,811,811,Mon,J-A
Service2,05-09-2022,05-09-2022 14:30,2,Sleeper,Online Booking,1670,835,Mon,J-A
Service2,05-09-2022,05-09-2022 12:58,1,Sleeper,Online Booking,828,828,Mon,J-A
Service2,05-09-2022,22-08-2022 16:29,2,Sleeper,Online Booking,1682,841,Mon,J-A
Service2,05-09-2022,04-09-2022 21:56,1,Sleeper,Online Booking,847,847,Mon,J-A
Service2,05-09-2022,04-09-2022 22:46,1,Sleeper,Online Booking,840,840,Mon,J-A
Service2,05-09-2022,04-09-2022 19:51,1,Sleeper,Online Booking,832,832,Mon,J-A
Service2,05-09-2022,04-09-2022 11:40,1,Sleeper,Online Booking,1171,1171,Mon,J-A
Service2,05-09-2022,04-09-2022 11:35,1,Seater,Online Booking,656,656,Mon,J-A
Service2,05-09-2022,04-09-2022 09:34,1,Seater,Online Booking,671,671,Mon,J-A
Service2,05-09-2022,03-09-2022 21:39,2,Sleeper,Online Booking,1624,812,Mon,J-A
Service2,05-09-2022,03-09-2022 17:33,1,Sleeper,Online Booking,805,805,Mon,J-A
Service2,05-09-2022,03-09-2022 14:22,1,Sleeper,Online Booking,807,807,Mon,J-A
Service2,05-09-2022,04-09-2022 20:42,1,Sleeper,Online Booking,792,792,Mon,J-A
Service2,06-09-2022,06-09-2022 11:54,1,Seater,Online Booking,680,680,Tue,J-B
Service2,06-09-2022,06-09-2022 19:35,1,Sleeper,Online Booking,701,701,Tue,J-B
Service2,06-09-2022,04-09-2022 16:51,1,Seater,Online Booking,671,671,Tue,J-B
Service2,06-09-2022,04-09-2022 21:55,1,Seater,Online Booking,682,682,Tue,J-B
Service2,06-09-2022,05-09-2022 09:57,2,Sleeper,Online Booking,1634,817,Tue,J-B
Service2,06-09-2022,05-09-2022 22:41,2,Sleeper,Online Booking,1696,848,Tue,J-C
Service2,06-09-2022,05-09-2022 11:09,1,Sleeper,Online Booking,842,842,Tue,J-B
Service2,06-09-2022,06-09-2022 07:06,1,Seater,Online Booking,665,665,Tue,J-B
Service2,06-09-2022,06-09-2022 12:14,1,Sleeper,Online Booking,863,863,Tue,J-A
Service2,06-09-2022,06-09-2022 19:51,1,Sleeper,Online Booking,679,679,Tue,J-A
Service2,06-09-2022,06-09-2022 19:48,1,Sleeper,Online Booking,652,652,Tue,J-A
Service2,06-09-2022,06-09-2022 17:28,1,Seater,Online Booking,571,571,Tue,J-A
Service2,06-09-2022,06-09-2022 17:09,1,Sleeper,Online Booking,719,719,Tue,J-A
Service2,06-09-2022,06-09-2022 12:52,1,Seater,Online Booking,661,661,Tue,J-A
Service2,06-09-2022,06-09-2022 22:30,1,Sleeper,Online Booking,695,695,Tue,J-A
Service2,06-09-2022,06-09-2022 09:09,1,Sleeper,Offline Booking,871,871,Tue,J-A
Service2,06-09-2022,06-09-2022 07:16,1,Sleeper,Online Booking,852,852,Tue,J-A
Service2,06-09-2022,05-09-2022 21:48,2,Sleeper,Online Booking,1636,818,Tue,J-A
Service2,06-09-2022,05-09-2022 16:15,1,Seater,Online Booking,674,674,Tue,J-A
Service2,06-09-2022,05-09-2022 07:48,1,Seater,Online Booking,688,688,Tue,J-A
Service2,06-09-2022,05-09-2022 00:12,1,Seater,Online Booking,688,688,Tue,J-A
Service2,06-09-2022,31-08-2022 20:18,1,Sleeper,Online Booking,856,856,Tue,J-A
Service2,06-09-2022,31-08-2022 14:38,4,Sleeper,Online Booking,3188,797,Tue,J-A
Service2,06-09-2022,27-08-2022 19:25,1,Seater,Online Booking,682,682,Tue,J-A
Service2,06-09-2022,06-09-2022 21:02,2,Sleeper,Online Booking,1348,674,Tue,J-A
Service2,06-09-2022,06-09-2022 21:47,1,Sleeper,Online Booking,694,694,Tue,J-A
Service2,07-09-2022,06-09-2022 22:46,1,Seater,Online Booking,755,755,Wed,J-A
Service2,07-09-2022,03-09-2022 12:43,1,Seater,Online Booking,667,667,Wed,J-B
Service2,07-09-2022,05-09-2022 12:09,1,Sleeper,Online Booking,834,834,Wed,J-B
Service2,07-09-2022,05-09-2022 20:49,1,Seater,Online Booking,753,753,Wed,J-B
Service2,07-09-2022,05-09-2022 10:30,1,Sleeper,Online Booking,852,852,Wed,J-A
Service2,07-09-2022,07-09-2022 00:50,1,Seater,Online Booking,718,718,Wed,J-A
Service2,07-09-2022,07-09-2022 06:52,1,Seater,Online Booking,738,738,Wed,J-A
Service2,07-09-2022,07-09-2022 13:44,1,Seater,Online Booking,740,740,Wed,J-A
Service2,07-09-2022,07-09-2022 15:18,1,Seater,Offline Booking,736,736,Wed,J-A
Service2,07-09-2022,07-09-2022 17:29,2,Sleeper,Online Booking,1654,827,Wed,J-A
Service2,07-09-2022,06-09-2022 11:28,1,Sleeper,Online Booking,932,932,Wed,J-A
Service2,07-09-2022,05-09-2022 21:59,1,Sleeper,Online Booking,857,857,Wed,J-A
Service2,07-09-2022,05-09-2022 12:46,1,Sleeper,Online Booking,857,857,Wed,J-A
Service2,07-09-2022,06-09-2022 21:51,3,Sleeper,Online Booking,2529,843,Wed,J-A
Service2,07-09-2022,07-09-2022 22:58,1,Sleeper,Online Booking,808,808,Wed,J-A
Service2,07-09-2022,02-09-2022 23:27,3,Sleeper,Online Booking,2340,780,Wed,J-A
Service2,07-09-2022,02-09-2022 23:22,6,Sleeper,Online Booking,4800,800,Wed,J-A
Service2,07-09-2022,01-09-2022 18:44,1,Seater,Online Booking,700,700,Wed,J-A
Service2,07-09-2022,27-08-2022 23:28,1,Sleeper,Online Booking,835,835,Wed,J-A
Service2,07-09-2022,04-09-2022 08:57,1,Seater,Online Booking,660,660,Wed,J-A
Service2,08-09-2022,08-09-2022 15:45,1,Seater,Online Booking,638,638,Thu,J-B
Service2,08-09-2022,08-09-2022 12:39,1,Sleeper,Online Booking,802,802,Thu,J-B
Service2,08-09-2022,08-09-2022 10:51,1,Seater,Online Booking,705,705,Thu,J-B
Service2,08-09-2022,06-09-2022 22:36,2,Sleeper,Online Booking,1584,792,Thu,J-B
Service2,08-09-2022,06-09-2022 12:52,1,Seater,Offline Booking,712,712,Thu,J-B
Service2,08-09-2022,08-09-2022 07:37,1,Seater,Online Booking,713,713,Thu,J-A
Service2,08-09-2022,08-09-2022 19:51,1,Sleeper,Online Booking,752,752,Thu,J-A
Service2,08-09-2022,02-09-2022 06:10,1,Sleeper,Online Booking,782,782,Thu,J-A
Service2,08-09-2022,03-09-2022 12:05,1,Sleeper,Online Booking,802,802,Thu,J-A
Service2,08-09-2022,03-09-2022 20:23,1,Sleeper,Online Booking,804,804,Thu,J-A
Service2,08-09-2022,04-09-2022 19:00,1,Sleeper,Online Booking,816,816,Thu,J-A
Service2,08-09-2022,05-09-2022 17:43,1,Sleeper,Online Booking,878,878,Thu,J-A
Service2,08-09-2022,06-09-2022 10:53,1,Seater,Online Booking,703,703,Thu,J-A
Service2,08-09-2022,06-09-2022 13:56,1,Seater,Online Booking,685,685,Thu,J-A
Service2,08-09-2022,08-09-2022 22:37,4,Sleeper,Offline Booking,3088,772,Thu,J-A
Service2,08-09-2022,06-09-2022 14:56,1,Sleeper,Online Booking,818,818,Thu,J-A
Service2,08-09-2022,06-09-2022 23:33,1,Seater,Online Booking,651,651,Thu,J-A
Service2,08-09-2022,07-09-2022 16:14,1,Sleeper,Online Booking,880,880,Thu,J-A
Service2,08-09-2022,08-09-2022 06:34,1,Sleeper,Online Booking,834,834,Thu,J-A
Service2,08-09-2022,08-09-2022 14:12,1,Seater,Online Booking,663,663,Thu,J-A
Service2,08-09-2022,08-09-2022 14:32,1,Sleeper,Online Booking,822,822,Thu,J-A
Service2,08-09-2022,08-09-2022 17:10,1,Seater,Online Booking,623,623,Thu,J-A
Service2,08-09-2022,08-09-2022 17:55,1,Sleeper,Online Booking,738,738,Thu,J-A
Service2,08-09-2022,08-09-2022 19:09,4,Sleeper,Online Booking,3132,783,Thu,J-A
Service2,09-09-2022,07-09-2022 22:50,2,Seater,Online Booking,1322,661,Fri,J-C
Service2,09-09-2022,08-09-2022 17:37,1,Seater,Online Booking,704,704,Fri,J-C
Service2,09-09-2022,09-09-2022 21:16,1,Sleeper,Online Booking,760,760,Fri,J-B
Service2,09-09-2022,09-09-2022 22:03,1,Sleeper,Offline Booking,823,823,Fri,D-A
Service2,09-09-2022,06-09-2022 18:29,1,Seater,Offline Booking,707,707,Fri,D-A
Service2,09-09-2022,08-09-2022 12:18,1,Seater,Online Booking,685,685,Fri,J-A
Service2,09-09-2022,09-09-2022 20:35,1,Seater,Online Booking,678,678,Fri,J-A
Service2,09-09-2022,08-09-2022 22:38,1,Sleeper,Online Booking,879,879,Fri,J-A
Service2,09-09-2022,08-09-2022 16:15,1,Sleeper,Online Booking,805,805,Fri,J-A
Service2,09-09-2022,08-09-2022 13:35,3,Sleeper,Online Booking,2463,821,Fri,J-A
Service2,09-09-2022,08-09-2022 10:05,3,Seater,Online Booking,2199,733,Fri,J-A
Service2,09-09-2022,07-09-2022 17:51,1,Sleeper,Online Booking,865,865,Fri,J-A
Service2,09-09-2022,07-09-2022 17:44,3,Sleeper,Online Booking,2484,828,Fri,J-A
Service2,09-09-2022,07-09-2022 14:30,4,Sleeper,Online Booking,3244,811,Fri,J-A
Service2,09-09-2022,07-09-2022 11:45,1,Sleeper,Online Booking,801,801,Fri,J-A
Service2,09-09-2022,06-09-2022 07:51,2,Sleeper,Online Booking,1562,781,Fri,J-A
Service2,09-09-2022,05-09-2022 21:53,1,Seater,Online Booking,676,676,Fri,J-A
Service2,09-09-2022,05-09-2022 21:21,1,Seater,Online Booking,697,697,Fri,J-A
Service2,09-09-2022,03-09-2022 22:52,1,Sleeper,Online Booking,807,807,Fri,J-A
Service2,09-09-2022,02-09-2022 23:40,2,Sleeper,Online Booking,1696,848,Fri,J-A
Service2,09-09-2022,07-09-2022 12:29,1,Seater,Online Booking,682,682,Fri,J-A
Service2,10-09-2022,09-09-2022 19:29,3,Sleeper,Online Booking,2484,828,Sat,J-A
Service2,10-09-2022,04-09-2022 16:42,1,Seater,Online Booking,665,665,Sat,J-B
Service2,10-09-2022,09-09-2022 17:41,1,Sleeper,Online Booking,856,856,Sat,J-A
Service2,10-09-2022,09-09-2022 19:49,1,Seater,Online Booking,710,710,Sat,J-A
Service2,10-09-2022,10-09-2022 09:43,1,Sleeper,Offline Booking,870,870,Sat,D-A
Service2,10-09-2022,10-09-2022 14:17,1,Sleeper,Online Booking,1196,1196,Sat,I-A
Service2,10-09-2022,10-09-2022 16:16,2,Sleeper,Online Booking,1794,897,Sat,J-A
Service2,10-09-2022,09-09-2022 11:15,1,Sleeper,Online Booking,807,807,Sat,J-A
Service2,10-09-2022,10-09-2022 20:57,1,Sleeper,Offline Booking,743,743,Sat,J-A
Service2,10-09-2022,09-09-2022 19:55,2,Sleeper,Online Booking,1678,839,Sat,J-A
Service2,10-09-2022,09-09-2022 00:12,2,Sleeper,Online Booking,1550,775,Sat,J-A
Service2,10-09-2022,06-09-2022 15:12,1,Sleeper,Online Booking,794,794,Sat,J-A
Service2,10-09-2022,08-09-2022 21:15,2,Sleeper,Online Booking,1676,838,Sat,J-A
Service2,10-09-2022,30-08-2022 20:55,1,Seater,Online Booking,689,689,Sat,J-A
Service2,10-09-2022,08-09-2022 23:03,1,Sleeper,Online Booking,818,818,Sat,J-A
Service2,10-09-2022,04-09-2022 22:33,1,Seater,Online Booking,652,652,Sat,J-A
Service2,10-09-2022,05-09-2022 22:43,5,Sleeper,Online Booking,4055,811,Sat,J-A
Service2,10-09-2022,03-09-2022 12:55,1,Sleeper,Online Booking,850,850,Sat,J-A
Service2,10-09-2022,06-09-2022 20:57,1,Sleeper,Online Booking,875,875,Sat,J-A
Service2,10-09-2022,08-09-2022 15:16,6,Seater,Online Booking,3984,664,Sat,J-A
Service2,11-09-2022,08-09-2022 14:14,1,Seater,Online Booking,1479,1479,Sun,J-A
Service2,11-09-2022,11-09-2022 11:52,1,Sleeper,Online Booking,1718,1718,Sun,E-A
Service2,11-09-2022,08-09-2022 09:35,1,Sleeper,Online Booking,1631,1631,Sun,J-A
Service2,11-09-2022,03-09-2022 23:42,1,Seater,Online Booking,1463,1463,Sun,J-A
Service2,11-09-2022,05-09-2022 12:15,1,Sleeper,Online Booking,1611,1611,Sun,J-A
Service2,11-09-2022,06-09-2022 17:12,1,Sleeper,Online Booking,1650,1650,Sun,J-A
Service2,11-09-2022,06-09-2022 17:41,1,Sleeper,Online Booking,1654,1654,Sun,J-A
Service2,11-09-2022,07-09-2022 14:07,1,Seater,Online Booking,1493,1493,Sun,J-A
Service2,11-09-2022,07-09-2022 23:01,2,Sleeper,Online Booking,3482,1741,Sun,J-A
Service2,11-09-2022,09-09-2022 16:07,1,Sleeper,Online Booking,1730,1730,Sun,J-A
Service2,11-09-2022,10-09-2022 10:13,1,Sleeper,Online Booking,1530,1530,Sun,J-A
Service2,11-09-2022,11-09-2022 09:25,1,Sleeper,Online Booking,1612,1612,Sun,J-A
Service2,11-09-2022,11-09-2022 07:33,1,Sleeper,Online Booking,1570,1570,Sun,J-A
Service2,11-09-2022,10-09-2022 20:55,1,Seater,Online Booking,1527,1527,Sun,J-A
Service2,11-09-2022,10-09-2022 20:52,1,Sleeper,Online Booking,1611,1611,Sun,J-A
Service2,11-09-2022,10-09-2022 20:09,1,Sleeper,Online Booking,1501,1501,Sun,J-A
Service2,11-09-2022,10-09-2022 09:57,1,Sleeper,Online Booking,1738,1738,Sun,J-A
Service2,11-09-2022,10-09-2022 18:52,1,Sleeper,Online Booking,1575,1575,Sun,J-A
Service2,11-09-2022,10-09-2022 18:14,1,Sleeper,Online Booking,1634,1634,Sun,J-A
Service2,11-09-2022,10-09-2022 11:28,2,Sleeper,Online Booking,3118,1559,Sun,J-A
Service2,11-09-2022,10-09-2022 18:05,1,Seater,Online Booking,1520,1520,Sun,J-A
Service2,11-09-2022,10-09-2022 17:21,2,Sleeper,Offline Booking,3438,1719,Sun,J-A
Service2,11-09-2022,09-09-2022 21:23,1,Sleeper,Online Booking,1723,1723,Sun,J-A
Service2,11-09-2022,10-09-2022 16:34,1,Sleeper,Online Booking,1724,1724,Sun,J-A
Service2,11-09-2022,10-09-2022 16:33,1,Seater,Online Booking,1517,1517,Sun,J-A
Service2,11-09-2022,10-09-2022 15:51,1,Sleeper,Online Booking,1667,1667,Sun,J-A
Service2,11-09-2022,10-09-2022 14:54,1,Seater,Online Booking,1489,1489,Sun,J-A
Service2,11-09-2022,10-09-2022 12:31,1,Seater,Online Booking,1490,1490,Sun,J-A
Service2,11-09-2022,10-09-2022 12:09,1,Seater,Online Booking,1472,1472,Sun,J-A
Service2,11-09-2022,10-09-2022 11:45,1,Seater,Online Booking,1510,1510,Sun,J-A
Service2,11-09-2022,09-09-2022 18:19,2,Sleeper,Online Booking,3114,1557,Sun,J-A
Service2,12-09-2022,02-09-2022 08:50,2,Sleeper,Online Booking,1694,847,Mon,J-A
Service2,12-09-2022,10-09-2022 07:40,1,Seater,Online Booking,664,664,Mon,D-A
Service2,12-09-2022,04-09-2022 20:37,1,Sleeper,Online Booking,829,829,Mon,J-A
Service2,12-09-2022,09-09-2022 08:39,1,Sleeper,Online Booking,836,836,Mon,J-A
Service2,12-09-2022,11-09-2022 19:43,2,Sleeper,Online Booking,1712,856,Mon,J-A
Service2,12-09-2022,11-09-2022 18:20,1,Sleeper,Online Booking,836,836,Mon,J-A
Service2,12-09-2022,11-09-2022 14:39,1,Sleeper,Online Booking,878,878,Mon,J-A
Service2,12-09-2022,11-09-2022 11:26,2,Sleeper,Online Booking,1744,872,Mon,J-A
Service2,12-09-2022,11-09-2022 10:51,2,Sleeper,Online Booking,1792,896,Mon,J-A
Service2,12-09-2022,10-09-2022 21:05,4,Seater,Online Booking,2624,656,Mon,J-A
Service2,12-09-2022,10-09-2022 19:15,1,Seater,Online Booking,659,659,Mon,J-A
Service2,12-09-2022,10-09-2022 18:25,2,Sleeper,Online Booking,1570,785,Mon,J-A
Service2,12-09-2022,10-09-2022 17:43,2,Sleeper,Online Booking,1678,839,Mon,J-A
Service2,12-09-2022,10-09-2022 14:08,1,Seater,Online Booking,711,711,Mon,J-A
Service2,12-09-2022,10-09-2022 12:55,1,Sleeper,Online Booking,858,858,Mon,J-A
Service2,12-09-2022,10-09-2022 10:19,1,Sleeper,Online Booking,828,828,Mon,J-A
Service2,12-09-2022,11-09-2022 08:20,1,Seater,Online Booking,770,770,Mon,J-B
Service2,12-09-2022,10-09-2022 06:38,1,Sleeper,Online Booking,785,785,Mon,J-A
Service2,12-09-2022,09-09-2022 16:44,2,Sleeper,Online Booking,1594,797,Mon,J-A
Service2,12-09-2022,09-09-2022 13:45,1,Seater,Online Booking,711,711,Mon,J-A
Service2,12-09-2022,09-09-2022 11:05,2,Sleeper,Online Booking,1688,844,Mon,J-A
Service2,12-09-2022,05-09-2022 00:48,2,Sleeper,Online Booking,1556,778,Mon,J-A
